;Chiffres DSS donnés;;;;;;;;;;;Réalisé 2020;;;;;;;;;
;;;;;;;;;;;;;Maladie;Vieillesse;Famille;AT-MP;Régime général (Md€);FSV;RG+FSV (Md€);;
;Charges nettes régimes de base;246.03329209018793;;247.29999999999998;-1.2667079098120553;-0.005122150868629419;;241.30434559092;4.72894649926792;0.01959743612444029;;Transferts avec d'autres régimes de base;500;0;5400;1300;400;;0;400;4.738005446481863
;;;;;;;;;;;;Transfert avec des fonds;5600;37.2857438235;5100;300;6000;;17700;6000;++
;FSV;19.12634361086;;18.2;0.9263436108600018;0.0508980005967034;;18.766534090439997;0.35980952042000425;0.019172934047704503;;Autres transferts versés;900;1400;-0.7870190600000058;100;2400;;288.61229;2700;-10.323011167040574
;Charges nettes ROBSS+FSV;538.5258915891891;;521.8;16.725891589189132;0.03205421922037013;;509.7;28.825891589189098;0.05655462348281165;;Charges de gestion courante;6700;2100;3000;1005.6824628500001;12900;;0.37687859;12900;0.4458890763050949
;;;;;;;;;;;;Autres charges;0;0;0;95.55291338999999;100;;0;100;-11.803722371654036
;;;;;;;;;;;;Charges financières;0;0;6.12150913;15.33880817;0;;0;0;-1.2409125759843431
;;;;;;;;;;;;Charges diverses;0;47.329521958;0;100;100;;0;100;-14.921096190233385
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Exécution 2019;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Maladie;Vieillesse;Famille;AT-MP;Régime général (Md€);FSV;;RG+FSV (Md€);
;;;;;;;;;;;;CHARGES NETTES;216619.7491791268;137130.29206450004;49875.73131257131;12239.10311438;402750.4894767582;2.1995136993446796;18766.534090439996;404466.0154802782;2.1973327441659807
;;;;;;;;;;;;Prestations sociales nettes;202917.88582249774;129582.90268869004;36687.84975473131;9363.90394429;376491.96065630915;2.093885510860649;0;376491.96065630915;2.093885510860649
;;;;;;;;;;;;Prestations légales nettes;202626.50056172773;129234.73941500003;31073.24778374131;9363.90394429;370237.8101508591;2.086299102293787;0;370237.8101508591;2.086299102293787
;;;;;;;;;;;;Prestations extralégales nettes;129.27806688;348.16327369;5614.601970989999;0;6092.043311559999;2.9102426750073906;0;6092.043311559999;2.9102426750073906
;;;;;;;;;;;;Autres prestations nettes;162.10719389000005;0;0;0;162.10719389000005;-9.522389383906305;0;162.10719389000005;-9.522389383906305
